objectid,parentid,filename,format,type,language,creator,rights,subject,class,title,address,tourSiteNumber,date,modified,hasStylePeriod,architect,location,latitude,longitude,imageSource,imageDate,imageRights,description,sameAs
coll304,coll301,1503.jpg,image/jpg,Image;StillImage,,,,,Cemetery,Dunn Cemetery,900 East 7th Street,3,1823,,,,Indiana University Campus,39.16706116,-86.52214808,,,,"In the family graveyard of the Dunn family, original inhabitants of what’s now IU’s old crescent, lay interred Ellenor Dunn, Jennet Irving, and Agnes Alexander, suppliers of the continental army during the American Revolution. ",
coll305,coll301,1504.jpg,image/jpg,Image;StillImage,,,,,Sorority house,Delta Zeta House,730 East 3rd Street,4,1909,,,,Indiana University Campus,39.16385813,-86.52442434,,,,"Now the Helene G. Simon Hillel center, this was once the site of the Delta Zeta sorority, lodging of journalist, organic farmer, historic preservationist, and early environmentalist writer Rachel Peden.",
coll306,coll301,1505.jpg,image/jpg,Image;StillImage,,,,,House,The Legg House,324 South Henderson Street,5,1848,,Federal; Greek Revival,,South Dunn Street Historic District,39.16353702,-86.52766669,"Wikimedia Commons, User:Nyttend",2010-03-05,,"Built in 1848, the Legg house once served as a student boarding house. Up through the mid-20th century, a number of Bloomington women ran boarding houses catering to the IU's student body.",
coll307,coll301,1506.jpg,image/jpg,Image;StillImage,,,,,Carpenter builder house,[no title],508 East 3rd Street,6,1900,,Queen Anne Revival,,South Dunn Street Historic District,39.16459238,-86.52798124,"Wikimedia Commons, User:Nyttend",2011-02-18,,"Former home of Alice Dunlap, Bloomington’s first and Indiana’s second female mayor. Dunlap was appointed by the city council in 1962 after the former mayor’s resignation.",
coll308,coll301,1507.jpg,image/jpg,Image;StillImage,,,,,Commercial building,Rachel's Cafe,300 East 3rd Street,7,1922,,,,North Central Bloomington,39.16425372,-86.5308352,"Wikimedia Commons, User:Nyttend",2011-10-25,,"The former site of Rachael's cafe, an LGBT cafe and event space operated by trans-woman Rachael Jones.",
coll309,coll301,1508.jpg,image/jpg,Image;StillImage,,,,,Commercial building,Middle Way House,318 South Washington Street,8,1924,,Art Deco,,North Central Bloomington,39.1637767,-86.53261001,"Wikimedia Commons, User:Nyttend",2010-03-05,,"Since 1971, the Middle Way House has served as a shelter and resource for women affected by domestic violence and human trafficking.",
coll310,coll301,1509.jpg,image/jpg,Image;StillImage,,,,,Commercial building,[no title],302 South College Avenue,9,1928,,,,North Central Bloomington,39.16441765,-86.53553823,"Wikimedia Commons, User:Nyttend",2014-07-22,,"Now the Bloomington Convention Center, this was once the site of a 19th century school led by Margaret McCalla, first female superintendent of Monroe County School Corporation. In 1908, McCalla would have a school on 10th street named for her.",
coll311,coll301,1510.jpg,image/jpg,Image;StillImage,,,,,Courthouse,Monroe County Courthouse,100 West Kirkwood Avenue,10,1908,,Beaux-Arts (style),Wing and Mahurin,Courthouse Square Historic District,39.16708136,-86.53434911,"Wikimedia Commons, User:Nyttend",2010-09-08,,"This 1908 Beaux Arts courthouse was saved and restored by long time city council woman and commissioner Charlotte Zietlow, and Bloomington’s second female mayor Tomilea Allison, who is also responsible for the opening of Fountain Square Mall on the south side of the square, and the creation of Bloomington’s first bike lanes. In 1921 Minnie Waldron took up the office as Monroe County’s first female judge. Kirkwood, the thoroughfare on the south side of the square was the site of numerous marches and sit-ins in the 1960s, which were organized in part by female and feminist student organizations. A plaque on the east side commemorates a speech given by Susan B. Anthony on the spot in 1870.",
coll312,coll301,0208.jpg,image/jpg,Image;StillImage,,,,,,Graham Plaza,205 North College Avenue,11,,,,,,,,,,,"Headquarters of Sarkes Tarzian, Inc., a company founded by the Bloomington manager for RCA TV and radio company. Starting in 1940, RCA employed thousands of young women (up to two percent of Bloomington’s workforce) in a 1.5 million square foot factory. In the 60s, conflict between the company and workers led to violent strikes and thousands of layoffs. RCA left Bloomington in 1998. ",
coll313,coll301,1407.jpg,image/jpg,Image;StillImage,,,,,,Monroe County History Center,202 East 6th Street,12,,,,,,,,,,,"Originally the Monroe County Public Library, this building was a meeting place for a number of women’s groups including the Bloomington Business Women, an early 20th century group of female business owners. As Bloomington’s black school, school board leader and activist Elizabeth Bridgewater studied here before attending IU. She would go on to run for mayor.",[coll293](https://hasti-pudding.github.io/walking_tours_cb/item.html?id=coll286#coll293)
coll314,coll301,1513.jpg,image/jpg,Image;StillImage,,,,,School building,Monroe County Women's Seminary,301 North College Avenue,13,1833,,,,North Central Bloomington,39.16876486,-86.53531935,,,,"In 1833, a women’s seminary was founded at this site on the corner of 7th and College. The two floor wooden building served as the alma mater to many of Indiana’s 19th century school teachers. Women not enrolled in the seminary could still participate in a weekly literary society which hosted debates on law, science, literature, and civil rights issues. The seminary closed in the 1860s. The Monroe County circuit court is also located at this corner, where Viola Taliaferro served as Monroe County’s first black judge.",
coll315,coll301,0102.jpg,image/jpg,Image;StillImage,,,,,,Showers Building,401 North Morton Street,14,,,,,,,,,,,"Bloomington’s City Hall is housed in what was once the Showers Furniture Company’s primary factory. Once the world’s largest furniture factory, the business was run in part by Maud Showers, an activist and local leader, who retained her partnership after her divorce from Hull Showers, eventually making vice-president. Maud Showers advocated for equal pay, women’s suffrage, and the taxation for religious institutions. ",
coll316,coll301,1515.jpg,image/jpg,Image;StillImage,,,,,I-house; Museum building,Farmer House Museum,529 North College Avenue,15,1869,,Italianate (architectural style); Gothic Revival,,North Central Bloomington,39.17137425,-86.53511187,"Wikimedia Commons, User:Nyttend",2011-01-26,,"This 1869 I-House was renovated and donated to the city of Bloomington by Mary Farmer as a museum of domestic life throughout the history of Bloomington. The collection's photos, clothes, and artifacts shed light onto the experience of Bloomington women through the late 19th and 20th centuries. ",
